ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
160,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,7,Moderately favor,11,"2+, non-Hispanic",18-29,BA or above,Republican,Male,23
161,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,3,Moderately oppose,9,"White, non-Hispanic",45-59,BA or above,Independent,Male,55
162,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,8,Strongly favor,12,Hispanic,45-59,BA or above,Independent,Female,53
163,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,False,2,Strongly oppose,98,SKIPPED ON WEB/PAPI,36,"Black, non-Hispanic",18-29,HS graduate or equivalent,Democrat,Male,21
164,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,6,Slightly favor,7,Moderately favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Male,48
165,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,7,Moderately favor,7,Moderately favor,28,Hispanic,30-44,Some college,Democrat,Male,44
166,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,2,Strongly oppose,7,Moderately favor,7,"Black, non-Hispanic",60+,Some college,Independent,Male,63
167,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,5,In the middle,2,Hispanic,18-29,Some college,Democrat,Female,24
168,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,8,Strongly favor,14,"White, non-Hispanic",45-59,BA or above,Independent,Female,49
169,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,7,Moderately favor,8,Strongly favor,39,"White, non-Hispanic",30-44,Some college,Republican,Male,41
170,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,0,Extremely oppose,18,"White, non-Hispanic",30-44,BA or above,Democrat,Male,40
171,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,False,98,SKIPPED ON WEB/PAPI,98,SKIPPED ON WEB/PAPI,40,"White, non-Hispanic",60+,BA or above,Independent,Male,71
172,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,5,In the middle,7,"White, non-Hispanic",45-59,Some college,Independent,Female,45
173,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,6,Slightly favor,7,Moderately favor,1,"White, non-Hispanic",60+,BA or above,Independent,Male,71
174,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,8,Strongly favor,40,"Black, non-Hispanic",60+,BA or above,Independent,Male,70
175,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,False,77,No opinion,6,Slightly favor,37,"Black, non-Hispanic",18-29,HS graduate or equivalent,Independent,Female,26
176,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,8,Strongly favor,38,"White, non-Hispanic",60+,BA or above,Republican,Female,63
177,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,4,Slightly oppose,10,"White, non-Hispanic",60+,Some college,Democrat,Male,66
178,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,6,Slightly favor,10,"Black, non-Hispanic",30-44,Some college,Democrat,Female,41
179,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,4,Slightly oppose,3,Moderately oppose,4,"White, non-Hispanic",45-59,BA or above,Independent,Male,59
180,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,6,Slightly favor,5,In the middle,19,"Asian, non-Hispanic",18-29,Some college,Independent,Male,21
181,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,6,Slightly favor,35,"2+, non-Hispanic",18-29,BA or above,Republican,Female,23
182,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,7,Moderately favor,4,Slightly oppose,36,"White, non-Hispanic",45-59,Some college,Independent,Male,58
183,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,6,Slightly favor,39,Hispanic,18-29,Some college,Independent,Male,26
184,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,3,Moderately oppose,4,"White, non-Hispanic",45-59,BA or above,Republican,Female,57
185,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,7,Moderately favor,7,Moderately favor,6,"White, non-Hispanic",45-59,HS graduate or equivalent,Independent,Male,54
186,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,6,Slightly favor,32,"Black, non-Hispanic",60+,BA or above,Independent,Male,62
187,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,8,Strongly favor,6,Slightly favor,3,"Black, non-Hispanic",30-44,BA or above,Independent,Male,44
188,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,7,Moderately favor,11,"Black, non-Hispanic",18-29,BA or above,Independent,Female,28
189,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,7,Moderately favor,9,Very strongly favor,1,"White, non-Hispanic",60+,Some college,Independent,Male,68
190,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,4,Slightly oppose,40,"White, non-Hispanic",30-44,Some college,Democrat,Female,30
191,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,6,Slightly favor,8,Strongly favor,20,"White, non-Hispanic",60+,BA or above,Democrat,Female,70
192,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,2,Strongly oppose,5,In the middle,35,"White, non-Hispanic",45-59,BA or above,Democrat,Female,50
193,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,9,Very strongly favor,9,Very strongly favor,20,"White, non-Hispanic",60+,Some college,Republican,Male,69
194,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,2,Strongly oppose,8,Strongly favor,37,Hispanic,60+,Some college,Republican,Female,70
195,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,4,Slightly oppose,29,"Black, non-Hispanic",18-29,HS graduate or equivalent,Republican,Male,21
196,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,3,Moderately oppose,18,"White, non-Hispanic",30-44,BA or above,Democrat,Female,37
197,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,0,Extremely oppose,5,"Black, non-Hispanic",30-44,BA or above,Independent,Male,43
198,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,8,Strongly favor,6,"White, non-Hispanic",60+,HS graduate or equivalent,Independent,Female,75
199,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,6,Slightly favor,6,Slightly favor,35,"White, non-Hispanic",60+,BA or above,Democrat,Female,79
200,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,4,Slightly oppose,11,"Black, non-Hispanic",30-44,Some college,Democrat,Female,36
201,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,10,Strongly favor,9,Very strongly favor,26,"White, non-Hispanic",45-59,BA or above,Republican,Male,59
202,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,6,Slightly favor,0,Extremely oppose,40,"White, non-Hispanic",45-59,Some college,Republican,Female,54
203,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,7,Moderately favor,11,"White, non-Hispanic",60+,BA or above,Republican,Female,60
204,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,9,Very strongly favor,7,Moderately favor,31,"White, non-Hispanic",60+,BA or above,Republican,Male,76
205,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,False,98,SKIPPED ON WEB/PAPI,8,Strongly favor,20,Hispanic,45-59,Some college,Independent,Female,46
206,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,4,Slightly oppose,7,Moderately favor,30,"White, non-Hispanic",60+,BA or above,Republican,Male,65
207,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,8,Strongly favor,7,Moderately favor,9,"White, non-Hispanic",60+,BA or above,Republican,Female,69
208,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,0,Extremely oppose,5,In the middle,20,"Black, non-Hispanic",60+,Some college,Republican,Male,68
209,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,2,Strongly oppose,3,Moderately oppose,12,Hispanic,18-29,Some college,Democrat,Female,26
210,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,1,Very strongly oppose,5,In the middle,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64
211,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,5,In the middle,12,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,59
212,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,5,In the middle,6,Slightly favor,9,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,51
213,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,3,Moderately oppose,3,Moderately oppose,33,"White, non-Hispanic",30-44,BA or above,Independent,Male,39
214,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,2,Strongly oppose,6,Slightly favor,17,"White, non-Hispanic",30-44,Some college,Republican,Male,36
215,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,7,Moderately favor,8,Strongly favor,34,Hispanic,30-44,Some college,Democrat,Female,35
216,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,False,98,SKIPPED ON WEB/PAPI,4,Slightly oppose,22,"White, non-Hispanic",30-44,BA or above,Independent,Male,34
217,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,6,Slightly favor,8,Strongly favor,32,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47
218,Q1,How poorly or well would you say the system of democracy in the US works these days?,Democracy,True,7,Moderately favor,8,Strongly favor,2,Hispanic,60+,BA or above,Democrat,Male,66
