ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,delta_observed,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_mean_llm,delta_stf_llm,delta_diff_0,delta_diff_1,delta_diff_2,delta_diff_3,delta_diff_4,delta_diff_5,delta_diff_6,delta_diff_7,delta_diff_8,delta_diff_9
249,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,4,Slightly oppose,1,"2+, non-Hispanic",60+,BA or above,Republican,Female,62,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0.2,0.6324555320336759,-4,-4,-2,-4,-4,-4,-4,-4,-4,-4
360,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,8,Strongly favor,1,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,24,0,0,2,0,0,0,2,0,0,0,8,0,0,2,0,0,0,2,0,0,0,0.4,0.8432740427115679,-8,-8,-6,-8,-8,-8,-6,-8,-8,-8
446,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,5,In the middle,1,"White, non-Hispanic",45-59,BA or above,Democrat,Female,48,8,8,8,8,8,8,8,8,8,8,-2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,3,3,3,3,3,3,3,3,3,3
493,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,6,Slightly favor,1,"White, non-Hispanic",45-59,Some college,Independent,Female,48,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
508,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,10,Strongly favor,1,Hispanic,60+,HS graduate or equivalent,Republican,Female,63,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
515,Q2E,"[Increase the number of visas for low-skilled workers to move to the US for industries that need them, like agriculture and service.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,9,Very strongly favor,1,"White, non-Hispanic",60+,Some college,Democrat,Female,72,9,9,9,9,9,9,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,0,0,0,0,0,0,0,0,0,0
0,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,0,Extremely oppose,1,"White, non-Hispanic",18-29,Some college,Independent,Male,21,6,6,3,4,4,6,6,4,6,4,-5,1,1,-2,-1,-1,1,1,-1,1,-1,-0.1,1.1972189997378648,6,6,3,4,4,6,6,4,6,4
17,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",45-59,BA or above,Republican,Male,49,10,10,9,10,10,10,9,10,10,10,0,0,0,-1,0,0,0,-1,0,0,0,-0.2,0.42163702135578396,0,0,-1,0,0,0,-1,0,0,0
127,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,5,In the middle,1,"White, non-Hispanic",60+,BA or above,Independent,Male,62,8,8,8,8,9,8,9,8,8,8,-3,0,0,0,0,1,0,1,0,0,0,0.2,0.42163702135578396,3,3,3,3,4,3,4,3,3,3
173,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,8,Strongly favor,1,"White, non-Hispanic",60+,BA or above,Independent,Male,71,10,10,9,10,9,10,9,10,10,10,-2,0,0,-1,0,-1,0,-1,0,0,0,-0.3,0.4830458915396479,2,2,1,2,1,2,1,2,2,2
189,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,3,Moderately oppose,1,"White, non-Hispanic",60+,Some college,Independent,Male,68,9,9,9,10,9,10,9,10,10,10,-7,-1,-1,-1,0,-1,0,-1,0,0,0,-0.5,0.5270462766947299,6,6,6,7,6,7,6,7,7,7
244,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,8,Strongly favor,1,"White, non-Hispanic",18-29,Some college,Republican,Female,23,9,9,9,10,9,10,9,10,10,10,-2,-1,-1,-1,0,-1,0,-1,0,0,0,-0.5,0.5270462766947299,1,1,1,2,1,2,1,2,2,2
249,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,9,Very strongly favor,1,"2+, non-Hispanic",60+,BA or above,Republican,Female,62,10,10,9,10,10,10,9,10,10,10,-1,0,0,-1,0,0,0,-1,0,0,0,-0.2,0.42163702135578396,1,1,0,1,1,1,0,1,1,1
280,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,1,"Black, non-Hispanic",45-59,Some college,Democrat,Female,45,10,9,9,9,9,10,9,10,10,10,0,0,-1,-1,-1,-1,0,-1,0,0,0,-0.5,0.5270462766947299,0,-1,-1,-1,-1,0,-1,0,0,0
360,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,10,Strongly favor,1,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,24,8,8,8,8,9,8,9,8,8,8,2,0,0,0,0,1,0,1,0,0,0,0.2,0.42163702135578396,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2
446,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",45-59,BA or above,Democrat,Female,48,10,10,9,10,9,10,9,10,10,10,0,0,0,-1,0,-1,0,-1,0,0,0,-0.3,0.4830458915396479,0,0,-1,0,-1,0,-1,0,0,0
493,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,10,Strongly favor,1,"White, non-Hispanic",45-59,Some college,Independent,Female,48,6,6,3,6,4,6,6,6,6,4,5,1,1,-2,1,-1,1,1,1,1,-1,0.3,1.1595018087284057,-4,-4,-7,-4,-6,-4,-4,-4,-4,-6
508,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,8,Strongly favor,10,Strongly favor,1,Hispanic,60+,HS graduate or equivalent,Republican,Female,63,8,8,8,8,9,8,9,8,8,8,2,0,0,0,0,1,0,1,0,0,0,0.2,0.42163702135578396,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2
515,Q2F,[Require employers to use the E-verify computer system to confirm workers' eligibility.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,2,Strongly oppose,1,"White, non-Hispanic",60+,Some college,Democrat,Female,72,6,6,3,6,6,6,6,6,6,4,-3,1,1,-2,1,1,1,1,1,1,-1,0.5,1.0801234497346435,4,4,1,4,4,4,4,4,4,2
0,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,7,Moderately favor,1,"White, non-Hispanic",18-29,Some college,Independent,Male,21,9,9,9,9,9,9,9,10,9,9,-3,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-0.9,0.31622776601683794,2,2,2,2,2,2,2,3,2,2
17,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,2,Strongly oppose,1,"White, non-Hispanic",45-59,BA or above,Republican,Male,49,0,0,2,0,4,0,2,0,0,0,2,0,0,2,0,4,0,2,0,0,0,0.8,1.3984117975602022,-2,-2,0,-2,2,-2,0,-2,-2,-2
127,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,7,Moderately favor,1,"White, non-Hispanic",60+,BA or above,Independent,Male,62,7,7,7,7,8,7,7,7,7,7,1,1,1,1,1,2,1,1,1,1,1,1.1,0.31622776601683794,0,0,0,0,1,0,0,0,0,0
173,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,6,Slightly favor,1,Very strongly oppose,1,"White, non-Hispanic",60+,BA or above,Independent,Male,71,7,7,7,7,8,7,7,7,7,7,-5,1,1,1,1,2,1,1,1,1,1,1.1,0.31622776601683794,6,6,6,6,7,6,6,6,6,6
189,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,2,Strongly oppose,1,"White, non-Hispanic",60+,Some college,Independent,Male,68,9,9,9,9,9,9,9,10,9,9,-8,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-0.9,0.31622776601683794,7,7,7,7,7,7,7,8,7,7
244,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,9,Very strongly favor,1,"White, non-Hispanic",18-29,Some college,Republican,Female,23,6,8,8,8,8,8,8,8,8,8,2,-1,1,1,1,1,1,1,1,1,1,0.8,0.6324555320336759,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1
249,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,5,In the middle,1,"2+, non-Hispanic",60+,BA or above,Republican,Female,62,8,8,8,8,8,8,8,8,8,8,-2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,3,3,3,3,3,3,3,3,3,3
280,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,5,In the middle,1,"Black, non-Hispanic",45-59,Some college,Democrat,Female,45,0,0,0,0,4,2,2,0,0,0,5,0,0,0,0,4,2,2,0,0,0,0.8,1.3984117975602022,-5,-5,-5,-5,-1,-3,-3,-5,-5,-5
360,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,8,Strongly favor,1,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,24,9,10,9,9,9,9,9,10,10,9,-2,-1,0,-1,-1,-1,-1,-1,0,0,-1,-0.7,0.48304589153964794,1,2,1,1,1,1,1,2,2,1
446,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",45-59,BA or above,Democrat,Female,48,9,8,9,9,9,9,9,9,9,9,2,1,0,1,1,1,1,1,1,1,1,0.9,0.31622776601683794,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1
493,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,8,Strongly favor,1,"White, non-Hispanic",45-59,Some college,Independent,Female,48,9,9,9,9,9,9,9,9,9,9,0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1,1,1,1,1,1
508,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,10,Strongly favor,1,Hispanic,60+,HS graduate or equivalent,Republican,Female,63,7,8,7,7,9,9,9,9,7,9,2,-1,0,-1,-1,1,1,1,1,-1,1,0.1,0.9944289260117535,-3,-2,-3,-3,-1,-1,-1,-1,-3,-1
515,Q2G,"[First-time violators of immigration laws should only be expelled, not subject to criminal punishment.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",60+,Some college,Democrat,Female,72,9,10,10,10,9,9,9,10,10,9,0,-1,0,0,0,-1,-1,-1,0,0,-1,-0.5,0.5270462766947299,-1,0,0,0,-1,-1,-1,0,0,-1
0,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",18-29,Some college,Independent,Male,21,10,10,10,10,9,10,9,10,10,10,0,0,0,0,0,-1,0,-1,0,0,0,-0.2,0.42163702135578396,0,0,0,0,-1,0,-1,0,0,0
17,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,0,Extremely oppose,0,Extremely oppose,1,"White, non-Hispanic",45-59,BA or above,Republican,Male,49,6,0,2,0,4,2,2,2,0,0,0,6,0,2,0,4,2,2,2,0,0,1.8,1.9888578520235065,6,0,2,0,4,2,2,2,0,0
127,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,7,Moderately favor,6,Slightly favor,1,"White, non-Hispanic",60+,BA or above,Independent,Male,62,8,8,8,8,8,8,8,8,8,8,-1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,2,2,2,2,2,2,2,2,2,2
173,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",60+,BA or above,Independent,Male,71,10,10,10,10,1,10,10,10,10,10,0,0,0,0,0,-9,0,0,0,0,0,-0.9,2.8460498941515415,0,0,0,0,-9,0,0,0,0,0
189,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,5,In the middle,6,Slightly favor,1,"White, non-Hispanic",60+,Some college,Independent,Male,68,8,6,7,7,8,7,8,6,7,7,1,3,1,2,2,3,2,3,1,2,2,2.1,0.7378647873726218,2,0,1,1,2,1,2,0,1,1
244,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,9,Very strongly favor,10,Strongly favor,1,"White, non-Hispanic",18-29,Some college,Republican,Female,23,10,9,8,10,9,10,9,10,10,9,1,1,0,-1,1,0,1,0,1,1,0,0.4,0.699205898780101,0,-1,-2,0,-1,0,-1,0,0,-1
249,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,1,Very strongly oppose,1,"2+, non-Hispanic",60+,BA or above,Republican,Female,62,5,4,2,4,4,5,2,4,4,4,-2,2,1,-1,1,1,2,-1,1,1,1,0.8,1.0327955589886444,4,3,1,3,3,4,1,3,3,3
280,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,1,"Black, non-Hispanic",45-59,Some college,Democrat,Female,45,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
360,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,3,Moderately oppose,8,Strongly favor,1,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,24,5,4,4,4,4,5,4,4,4,4,5,2,1,1,1,1,2,1,1,1,1,1.2,0.42163702135578396,-3,-4,-4,-4,-4,-3,-4,-4,-4,-4
446,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",45-59,BA or above,Democrat,Female,48,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
493,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,8,Strongly favor,9,Very strongly favor,1,"White, non-Hispanic",45-59,Some college,Independent,Female,48,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
508,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,1,Hispanic,60+,HS graduate or equivalent,Republican,Female,63,10,10,10,10,1,10,10,10,10,10,0,0,0,0,0,-9,0,0,0,0,0,-0.9,2.8460498941515415,0,0,0,0,-9,0,0,0,0,0
515,Q2H,"[Continue DACA, the Deferred Action for Childhood Arrivals program, which protects people who were brought to the US as children when their parents entered the country illegally.] How strongly would you oppose or favor these?",Immigration,True,10,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",60+,Some college,Democrat,Female,72,10,10,10,10,1,10,10,10,10,10,0,0,0,0,0,-9,0,0,0,0,0,-0.9,2.8460498941515415,0,0,0,0,-9,0,0,0,0,0
0,Q2I,[Undocumented immigrants should be forced to return to their home countries before applying to legally come to the US to live and work permanently.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,5,In the middle,1,"White, non-Hispanic",18-29,Some college,Independent,Male,21,8,8,9,9,9,9,9,9,9,9,-5,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1.2,0.42163702135578396,3,3,4,4,4,4,4,4,4,4
17,Q2I,[Undocumented immigrants should be forced to return to their home countries before applying to legally come to the US to live and work permanently.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,10,Strongly favor,1,"White, non-Hispanic",45-59,BA or above,Republican,Male,49,9,9,9,9,9,9,9,9,9,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127,Q2I,[Undocumented immigrants should be forced to return to their home countries before applying to legally come to the US to live and work permanently.] How strongly would you oppose or favor these?,Immigration,True,7,Moderately favor,2,Strongly oppose,1,"White, non-Hispanic",60+,BA or above,Independent,Male,62,6,6,8,6,6,6,6,6,6,6,-5,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-0.8,0.6324555320336759,4,4,6,4,4,4,4,4,4,4
173,Q2I,[Undocumented immigrants should be forced to return to their home countries before applying to legally come to the US to live and work permanently.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,5,In the middle,1,"White, non-Hispanic",60+,BA or above,Independent,Male,71,6,6,6,4,4,4,6,5,6,4,0,1,1,1,-1,-1,-1,1,0,1,-1,0.1,0.9944289260117534,1,1,1,-1,-1,-1,1,0,1,-1
189,Q2I,[Undocumented immigrants should be forced to return to their home countries before applying to legally come to the US to live and work permanently.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,3,Moderately oppose,1,"White, non-Hispanic",60+,Some college,Independent,Male,68,8,9,9,9,9,9,9,9,9,9,-7,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.1,0.31622776601683794,5,6,6,6,6,6,6,6,6,6
244,Q2I,[Undocumented immigrants should be forced to return to their home countries before applying to legally come to the US to live and work permanently.] How strongly would you oppose or favor these?,Immigration,True,6,Slightly favor,0,Extremely oppose,1,"White, non-Hispanic",18-29,Some college,Republican,Female,23,5,7,7,7,7,5,5,5,7,5,-6,-1,1,1,1,1,-1,-1,-1,1,-1,0.0,1.0540925533894598,5,7,7,7,7,5,5,5,7,5
249,Q2I,[Undocumented immigrants should be forced to return to their home countries before applying to legally come to the US to live and work permanently.] How strongly would you oppose or favor these?,Immigration,True,10,Strongly favor,2,Strongly oppose,1,"2+, non-Hispanic",60+,BA or above,Republican,Female,62,9,9,9,9,9,9,9,9,9,9,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,7,7,7,7,7,7,7,7,7,7
280,Q2I,[Undocumented immigrants should be forced to return to their home countries before applying to legally come to the US to live and work permanently.] How strongly would you oppose or favor these?,Immigration,True,5,In the middle,5,In the middle,1,"Black, non-Hispanic",45-59,Some college,Democrat,Female,45,6,6,3,4,4,4,6,4,6,4,0,1,1,-2,-1,-1,-1,1,-1,1,-1,-0.3,1.1595018087284057,1,1,-2,-1,-1,-1,1,-1,1,-1
